Age,Gender,Location,Profession,Platform,Total Time Spent,Video Category,Video Length,Number of Videos Watched,Frequency,Watch Reason,DeviceType,Watch Time,Self Control,Addiction Level,CurrentActivity
43,Male,United States,Students,Facebook,226,Vlogs,2,39,Evening,Procrastination,Smartphone,15:55:00,9,1,At school
43,Female,Vietnam,Manager,Facebook,89,Life Hacks,24,9,Morning,Boredom,Smartphone,07:45:00,10,0,At work
38,Male,Indonesia,Students,Facebook,92,Vlogs,5,37,Night,Entertainment,Smartphone,23:30:00,4,6,At school
56,Other,United States,driver,YouTube,74,Jokes/Memes,16,40,Morning,Habit,Smartphone,07:45:00,10,0,At home
53,Female,India,Students,Facebook,137,Gaming,7,14,Night,Entertainment,Tablet,23:30:00,4,6,At home
50,Other,Philippines,Labor/Worker,Instagram,31,Comedy,1,4,Night,Habit,Tablet,23:30:00,4,6,At work
47,Male,United States,Students,YouTube,225,Jokes/Memes,28,20,Afternoon,Habit,Smartphone,19:25:00,8,2,At work
54,Male,India,Manager,TikTok,116,Life Hacks,26,28,Morning,Boredom,Smartphone,07:45:00,10,0,Commuting
40,Male,Barzil,Manager,Instagram,118,Comedy,12,14,Night,Entertainment,Smartphone,23:30:00,4,6,At home
27,Female,India,driver,TikTok,190,Life Hacks,21,44,Morning,Habit,Smartphone,07:45:00,10,0,At school
22,Male,Philippines,driver,Facebook,173,Gaming,11,34,Afternoon,Procrastination,Computer,19:25:00,8,2,At home
53,Male,India,Students,Instagram,77,Entertainment,12,13,Evening,Entertainment,Smartphone,15:55:00,9,1,At home
51,Female,Japan,driver,YouTube,189,Trends,19,31,Evening,Entertainment,Smartphone,15:55:00,9,1,Commuting
48,Other,United States,Labor/Worker,Instagram,190,Pranks,26,33,Night,Entertainment,Smartphone,23:30:00,4,6,At home
27,Female,India,Labor/Worker,TikTok,178,Jokes/Memes,12,39,Morning,Procrastination,Smartphone,07:45:00,10,0,Commuting
36,Male,Germany,Waiting staff,YouTube,31,Life Hacks,12,28,Night,Boredom,Tablet,23:30:00,4,6,At home
49,Female,Japan,Artist,Instagram,75,Comedy,14,25,Afternoon,Habit,Tablet,19:25:00,8,2,At home
18,Male,Japan,Waiting staff,Instagram,30,Trends,2,32,Evening,Habit,Smartphone,15:55:00,9,1,At home
22,Female,India,Labor/Worker,Instagram,109,Trends,2,9,Evening,Boredom,Tablet,15:55:00,9,1,At home
62,Male,Germany,Waiting staff,Instagram,112,Life Hacks,25,28,Night,Entertainment,Tablet,23:30:00,4,6,At work
21,Other,India,Labor/Worker,YouTube,56,Life Hacks,29,31,Afternoon,Boredom,Smartphone,19:25:00,8,2,At work
33,Male,United States,Waiting staff,TikTok,48,Gaming,4,17,Evening,Boredom,Smartphone,15:55:00,9,1,At home
41,Female,Barzil,Students,Instagram,294,Pranks,20,23,Evening,Entertainment,Computer,15:55:00,9,1,Commuting
33,Female,Pakistan,driver,YouTube,99,Vlogs,23,13,Evening,Entertainment,Tablet,15:55:00,9,1,At home
19,Male,United States,Students,TikTok,94,Jokes/Memes,26,10,Evening,Habit,Smartphone,15:55:00,9,1,At work
45,Female,India,Students,Instagram,282,ASMR,16,16,Night,Boredom,Tablet,23:30:00,4,6,At home
49,Male,Barzil,Students,TikTok,197,Entertainment,10,6,Night,Habit,Tablet,23:30:00,4,6,At home
44,Male,Indonesia,Labor/Worker,TikTok,168,Gaming,13,48,Afternoon,Procrastination,Computer,19:25:00,8,2,At school
37,Male,India,Waiting staff,YouTube,252,Jokes/Memes,2,11,Night,Procrastination,Smartphone,23:30:00,4,6,At work
41,Female,Indonesia,Engineer,TikTok,82,Vlogs,3,3,Night,Entertainment,Tablet,23:30:00,4,6,At home
29,Female,Germany,driver,YouTube,58,Entertainment,19,28,Night,Entertainment,Tablet,23:30:00,4,6,At home
52,Male,Indonesia,Artist,Instagram,110,Gaming,6,41,Morning,Entertainment,Computer,07:45:00,10,0,At work
50,Female,Vietnam,Waiting staff,TikTok,11,Jokes/Memes,19,15,Morning,Boredom,Tablet,07:45:00,10,0,At home
50,Male,United States,driver,TikTok,253,Vlogs,27,13,Night,Habit,Tablet,23:30:00,4,6,At home
60,Other,United States,Students,Facebook,185,Vlogs,21,42,Morning,Entertainment,Tablet,07:45:00,10,0,At home
54,Male,Pakistan,Students,Instagram,247,Jokes/Memes,20,45,Evening,Entertainment,Tablet,15:55:00,9,1,At home
29,Male,Vietnam,Students,Instagram,68,Life Hacks,19,17,Morning,Boredom,Smartphone,07:45:00,10,0,At home
20,Female,India,Waiting staff,Facebook,108,ASMR,8,7,Afternoon,Boredom,Smartphone,19:25:00,8,2,Commuting
18,Male,Pakistan,Manager,Facebook,11,Jokes/Memes,14,28,Afternoon,Entertainment,Computer,19:25:00,8,2,At school
50,Male,Indonesia,Labor/Worker,YouTube,252,Jokes/Memes,10,38,Evening,Entertainment,Tablet,15:55:00,9,1,At work
57,Female,India,Students,YouTube,220,Comedy,3,13,Evening,Habit,Smartphone,15:55:00,9,1,At home
27,Female,Philippines,Labor/Worker,TikTok,132,Vlogs,6,17,Afternoon,Entertainment,Smartphone,19:25:00,8,2,At work
60,Other,India,Labor/Worker,TikTok,238,Pranks,29,15,Night,Procrastination,Smartphone,23:30:00,4,6,At work
61,Female,Mexico,Labor/Worker,TikTok,91,Jokes/Memes,15,36,Night,Habit,Smartphone,23:30:00,4,6,Commuting
46,Male,Pakistan,Students,TikTok,153,Gaming,23,28,Afternoon,Boredom,Smartphone,19:25:00,8,2,At school
30,Female,Indonesia,Engineer,YouTube,149,ASMR,23,15,Morning,Entertainment,Smartphone,07:45:00,10,0,At work
29,Female,India,Labor/Worker,Instagram,38,Vlogs,18,46,Night,Entertainment,Smartphone,23:30:00,4,6,At home
48,Other,Barzil,Labor/Worker,TikTok,279,Comedy,14,11,Afternoon,Boredom,Smartphone,19:25:00,8,2,At work
63,Male,United States,Students,Instagram,256,Entertainment,19,31,Evening,Procrastination,Smartphone,15:55:00,9,1,At home
19,Male,Japan,Waiting staff,TikTok,21,Vlogs,28,4,Afternoon,Habit,Smartphone,19:25:00,8,2,At school
52,Male,United States,Waiting staff,Facebook,115,Trends,26,35,Morning,Entertainment,Smartphone,07:45:00,10,0,At work
40,Female,India,Students,TikTok,41,Gaming,10,34,Morning,Boredom,Tablet,07:45:00,10,0,At home
34,Male,India,Students,TikTok,83,Life Hacks,15,27,Afternoon,Boredom,Tablet,19:25:00,8,2,At work
43,Male,Germany,Engineer,TikTok,180,Vlogs,4,10,Night,Entertainment,Smartphone,23:30:00,4,6,At school
25,Other,India,Labor/Worker,YouTube,78,Life Hacks,23,30,Evening,Entertainment,Smartphone,15:55:00,9,1,At school
46,Female,India,Waiting staff,Facebook,146,Trends,2,45,Afternoon,Habit,Computer,19:25:00,8,2,At school
43,Male,India,Teacher,TikTok,109,Jokes/Memes,3,20,Evening,Entertainment,Smartphone,15:55:00,9,1,At school
27,Other,United States,Artist,TikTok,155,Jokes/Memes,7,29,Afternoon,Habit,Smartphone,19:25:00,8,2,At home
43,Male,India,Waiting staff,Instagram,18,Life Hacks,23,29,Morning,Boredom,Smartphone,07:45:00,10,0,At home
51,Male,Pakistan,Students,Facebook,71,Life Hacks,16,23,Afternoon,Procrastination,Smartphone,19:25:00,8,2,At work
58,Other,Japan,Engineer,TikTok,194,Trends,10,21,Evening,Habit,Smartphone,15:55:00,9,1,At work
24,Male,India,Artist,Instagram,38,Comedy,19,48,Night,Habit,Computer,23:30:00,4,6,At school
21,Female,Japan,Waiting staff,Instagram,123,Gaming,28,43,Night,Boredom,Smartphone,23:30:00,4,6,At work
62,Male,Philippines,Artist,YouTube,152,Entertainment,17,10,Night,Procrastination,Tablet,23:30:00,4,6,At school
28,Female,Indonesia,Cashier,Instagram,129,Pranks,28,41,Evening,Procrastination,Smartphone,15:55:00,9,1,At home
46,Male,India,Labor/Worker,TikTok,179,Jokes/Memes,19,12,Night,Entertainment,Smartphone,23:30:00,4,6,At work
53,Female,United States,Students,YouTube,166,Vlogs,5,30,Night,Entertainment,Smartphone,23:30:00,4,6,At home
42,Other,India,Cashier,YouTube,269,Gaming,23,33,Night,Habit,Computer,23:30:00,4,6,At home
38,Male,Indonesia,Manager,TikTok,91,Life Hacks,20,18,Night,Entertainment,Tablet,23:30:00,4,6,At school
53,Female,Philippines,driver,Facebook,251,Trends,13,14,Evening,Procrastination,Smartphone,15:55:00,9,1,At school
27,Male,United States,driver,Instagram,181,ASMR,13,22,Night,Boredom,Smartphone,23:30:00,4,6,At home
54,Male,India,Students,YouTube,240,Life Hacks,11,21,Evening,Boredom,Tablet,15:55:00,9,1,At work
26,Other,India,Artist,Facebook,217,Gaming,11,1,Evening,Boredom,Tablet,15:55:00,9,1,At school
41,Male,Japan,Students,TikTok,84,Trends,16,49,Evening,Habit,Computer,15:55:00,9,1,Commuting
52,Male,Indonesia,Waiting staff,Instagram,279,Trends,15,43,Night,Habit,Computer,23:30:00,4,6,At work
52,Male,Japan,Waiting staff,Instagram,123,Trends,17,15,Night,Boredom,Tablet,23:30:00,4,6,At school
53,Other,Philippines,Students,YouTube,71,Jokes/Memes,22,36,Night,Habit,Smartphone,23:30:00,4,6,At home
35,Other,United States,Manager,Instagram,111,Pranks,18,47,Afternoon,Habit,Smartphone,19:25:00,8,2,Commuting
56,Female,India,Labor/Worker,Instagram,219,Jokes/Memes,28,22,Afternoon,Habit,Tablet,19:25:00,8,2,At home
49,Female,Mexico,Waiting staff,Instagram,264,Comedy,19,32,Evening,Habit,Tablet,15:55:00,9,1,At school
41,Female,United States,Students,Instagram,29,ASMR,4,46,Evening,Boredom,Tablet,15:55:00,9,1,At school
40,Other,India,Manager,TikTok,67,Life Hacks,22,33,Evening,Boredom,Smartphone,15:55:00,9,1,At school
49,Male,United States,Cashier,Facebook,121,Vlogs,22,41,Night,Habit,Smartphone,23:30:00,5,5,At home
54,Male,Japan,driver,TikTok,205,Vlogs,23,39,Night,Procrastination,Tablet,23:30:00,5,5,At school
29,Male,United States,Labor/Worker,TikTok,101,ASMR,5,23,Afternoon,Boredom,Tablet,19:25:00,8,2,At home
30,Male,Philippines,Engineer,YouTube,61,Comedy,7,43,Night,Entertainment,Computer,23:30:00,5,5,At home
40,Other,Vietnam,Teacher,Instagram,17,Gaming,2,2,Evening,Procrastination,Tablet,15:55:00,9,1,At home
42,Male,Vietnam,Students,TikTok,107,Entertainment,1,2,Afternoon,Boredom,Tablet,19:25:00,8,2,At home
52,Male,Vietnam,Cashier,Instagram,245,Jokes/Memes,12,38,Evening,Habit,Tablet,15:55:00,9,1,At work
58,Male,Philippines,Manager,TikTok,78,Jokes/Memes,10,29,Evening,Entertainment,Smartphone,15:55:00,9,1,At work
47,Female,United States,Labor/Worker,TikTok,54,Entertainment,8,46,Evening,Habit,Smartphone,15:55:00,9,1,Commuting
34,Female,India,Students,YouTube,146,Pranks,1,3,Evening,Boredom,Smartphone,15:55:00,9,1,At school
37,Male,Philippines,Cashier,Facebook,243,Pranks,12,39,Morning,Habit,Computer,07:45:00,10,0,At work
42,Female,Vietnam,Waiting staff,Facebook,41,Pranks,2,7,Night,Habit,Smartphone,23:30:00,5,5,At work
39,Male,Indonesia,Waiting staff,TikTok,298,Gaming,27,36,Night,Habit,Smartphone,23:30:00,5,5,At home
30,Male,Philippines,driver,YouTube,135,Trends,28,29,Afternoon,Entertainment,Tablet,19:25:00,8,2,Commuting
36,Male,Germany,Students,Instagram,76,Pranks,10,37,Evening,Procrastination,Smartphone,15:55:00,9,1,At work
53,Male,India,Students,Instagram,39,Vlogs,22,49,Evening,Procrastination,Smartphone,15:55:00,9,1,At home
29,Female,Vietnam,driver,TikTok,123,Comedy,17,36,Night,Habit,Smartphone,23:30:00,5,5,At school
58,Other,Barzil,Teacher,Facebook,213,Jokes/Memes,26,23,Evening,Habit,Smartphone,15:55:00,7,3,At home
36,Other,India,Students,YouTube,38,Trends,3,45,Evening,Boredom,Smartphone,15:55:00,7,3,At school
29,Male,India,Manager,Facebook,140,Vlogs,7,16,Evening,Boredom,Smartphone,15:55:00,7,3,At work
26,Other,United States,Students,Instagram,194,Jokes/Memes,12,48,Night,Procrastination,Smartphone,23:30:00,3,7,At work
24,Male,India,Students,Facebook,262,Life Hacks,8,31,Night,Habit,Smartphone,23:30:00,3,7,At home
45,Female,India,Labor/Worker,Instagram,295,Jokes/Memes,20,34,Night,Habit,Tablet,23:30:00,3,7,At home
31,Male,Pakistan,Waiting staff,YouTube,71,Jokes/Memes,12,1,Evening,Procrastination,Smartphone,15:55:00,7,3,At home
48,Female,Japan,Waiting staff,YouTube,12,Gaming,3,18,Night,Boredom,Smartphone,23:30:00,3,7,At home
36,Female,India,Cashier,TikTok,77,Jokes/Memes,17,40,Afternoon,Boredom,Smartphone,19:25:00,6,4,At school
64,Male,Germany,Students,TikTok,34,Pranks,28,43,Night,Entertainment,Tablet,23:30:00,3,7,At work
33,Female,India,Teacher,Facebook,188,Life Hacks,9,15,Afternoon,Habit,Smartphone,19:25:00,6,4,At school
22,Male,Philippines,Waiting staff,YouTube,150,Pranks,10,48,Evening,Habit,Smartphone,15:55:00,7,3,At school
52,Other,Mexico,Labor/Worker,YouTube,240,Vlogs,22,49,Evening,Habit,Smartphone,15:55:00,7,3,At work
29,Male,Japan,Students,TikTok,172,Pranks,6,17,Evening,Entertainment,Smartphone,15:55:00,7,3,At work
42,Male,Barzil,driver,Instagram,139,Vlogs,25,44,Evening,Boredom,Smartphone,15:55:00,7,3,At home
38,Male,India,driver,Facebook,255,ASMR,1,10,Night,Procrastination,Smartphone,23:30:00,3,7,At school
53,Other,Japan,Teacher,Facebook,181,Vlogs,22,20,Morning,Boredom,Smartphone,07:45:00,9,1,At school
40,Female,India,Teacher,TikTok,73,Life Hacks,12,6,Night,Habit,Tablet,23:30:00,3,7,At school
33,Male,United States,Cashier,YouTube,40,ASMR,5,8,Evening,Habit,Tablet,15:55:00,7,3,At home
56,Female,Japan,Labor/Worker,TikTok,56,Vlogs,13,45,Morning,Entertainment,Smartphone,07:45:00,9,1,At work
62,Male,Vietnam,Students,TikTok,139,Gaming,27,34,Night,Habit,Smartphone,23:30:00,3,7,At work
59,Female,India,Labor/Worker,TikTok,119,Gaming,15,32,Evening,Entertainment,Tablet,15:55:00,7,3,At work
56,Male,Barzil,Students,TikTok,78,Comedy,22,42,Evening,Habit,Smartphone,15:55:00,7,3,At work
31,Male,Vietnam,Waiting staff,Instagram,67,Jokes/Memes,11,4,Night,Boredom,Tablet,23:30:00,3,7,At home
48,Female,India,Labor/Worker,Instagram,115,Vlogs,8,44,Night,Boredom,Tablet,23:30:00,3,7,At home
22,Male,United States,Labor/Worker,YouTube,265,Life Hacks,5,39,Evening,Habit,Smartphone,15:55:00,7,3,At home
52,Other,United States,Cashier,TikTok,180,ASMR,2,20,Night,Entertainment,Tablet,23:30:00,3,7,At work
40,Male,Barzil,Labor/Worker,Instagram,171,Gaming,12,24,Afternoon,Boredom,Tablet,19:25:00,6,4,At home
46,Male,Mexico,Cashier,YouTube,295,Gaming,28,24,Evening,Entertainment,Tablet,15:55:00,7,3,At work
60,Other,India,Labor/Worker,TikTok,80,Entertainment,2,26,Afternoon,Entertainment,Smartphone,19:25:00,6,4,At home
28,Male,United States,Teacher,Facebook,264,Jokes/Memes,26,25,Night,Habit,Tablet,23:30:00,3,7,At school
35,Male,Barzil,Labor/Worker,Instagram,64,Entertainment,16,36,Night,Boredom,Tablet,23:30:00,3,7,At work
64,Male,Vietnam,Students,YouTube,12,Comedy,21,7,Afternoon,Boredom,Tablet,19:25:00,6,4,At work
29,Female,United States,Labor/Worker,Facebook,35,Pranks,3,10,Night,Entertainment,Computer,22:15:00,3,7,At school
26,Female,Philippines,Students,TikTok,135,Jokes/Memes,10,47,Morning,Entertainment,Tablet,09:55:00,9,1,At home
27,Male,United States,Cashier,TikTok,62,Life Hacks,19,12,Morning,Boredom,Computer,09:55:00,9,1,At home
61,Male,United States,Students,TikTok,207,Life Hacks,8,1,Night,Habit,Smartphone,22:15:00,3,7,At home
34,Male,Vietnam,Waiting staff,Instagram,197,Vlogs,7,25,Evening,Procrastination,Tablet,16:25:00,7,3,At school
55,Female,Indonesia,Waiting staff,YouTube,195,Trends,1,16,Night,Entertainment,Smartphone,22:15:00,3,7,At work
24,Male,Barzil,Waiting staff,Facebook,213,Gaming,12,5,Evening,Habit,Smartphone,16:25:00,7,3,At home
63,Female,India,Artist,YouTube,20,Entertainment,29,19,Evening,Entertainment,Smartphone,16:25:00,7,3,At home
30,Female,United States,driver,Instagram,155,ASMR,28,4,Morning,Entertainment,Smartphone,09:55:00,9,1,At work
57,Other,United States,Students,YouTube,94,Life Hacks,5,6,Night,Entertainment,Smartphone,22:15:00,3,7,At school
59,Male,Philippines,Waiting staff,Instagram,109,Jokes/Memes,16,26,Night,Boredom,Smartphone,22:15:00,3,7,At work
26,Male,India,Cashier,TikTok,113,Life Hacks,25,49,Evening,Boredom,Smartphone,16:25:00,7,3,At school
44,Male,Barzil,driver,Facebook,55,Life Hacks,4,39,Afternoon,Habit,Tablet,17:45:00,6,4,At work
19,Other,Germany,Waiting staff,TikTok,53,Pranks,17,39,Morning,Entertainment,Smartphone,09:55:00,9,1,At school
22,Male,Vietnam,Labor/Worker,YouTube,287,Trends,24,9,Afternoon,Entertainment,Smartphone,17:45:00,6,4,At work
46,Male,Indonesia,driver,TikTok,190,Trends,21,45,Afternoon,Entertainment,Smartphone,17:45:00,6,4,At home
54,Male,Barzil,driver,Facebook,196,Gaming,2,14,Evening,Procrastination,Smartphone,16:25:00,7,3,At home
55,Male,United States,Students,TikTok,123,Entertainment,12,48,Night,Procrastination,Smartphone,22:15:00,3,7,At school
36,Female,Philippines,Labor/Worker,Facebook,264,Vlogs,1,9,Evening,Habit,Smartphone,16:25:00,7,3,At work
25,Other,Indonesia,Manager,Facebook,39,Entertainment,12,15,Evening,Habit,Smartphone,16:25:00,7,3,At home
62,Male,United States,Waiting staff,TikTok,273,Comedy,12,37,Night,Entertainment,Tablet,22:15:00,3,7,At home
18,Female,Barzil,Waiting staff,Instagram,107,Vlogs,12,20,Evening,Entertainment,Computer,16:25:00,7,3,At work
39,Male,India,Labor/Worker,YouTube,124,Gaming,19,8,Night,Habit,Smartphone,22:15:00,3,7,At home
34,Male,Germany,Labor/Worker,Instagram,285,Vlogs,25,32,Evening,Entertainment,Smartphone,16:25:00,7,3,At school
24,Male,United States,Labor/Worker,Instagram,290,Jokes/Memes,17,47,Afternoon,Boredom,Smartphone,17:45:00,6,4,At home
42,Male,Indonesia,Cashier,TikTok,284,Gaming,20,21,Night,Boredom,Tablet,22:15:00,3,7,At home
62,Female,Indonesia,Waiting staff,YouTube,270,Trends,24,41,Night,Boredom,Tablet,22:15:00,3,7,At school
21,Male,United States,Waiting staff,YouTube,216,Trends,24,19,Evening,Procrastination,Tablet,16:25:00,7,3,At work
53,Male,Pakistan,Students,Instagram,220,Vlogs,26,29,Afternoon,Boredom,Smartphone,17:45:00,6,4,At home
23,Male,Barzil,Artist,TikTok,224,ASMR,28,31,Evening,Entertainment,Tablet,16:25:00,7,3,At home
48,Male,Pakistan,Students,YouTube,49,Pranks,11,6,Afternoon,Habit,Smartphone,17:45:00,6,4,At home
36,Female,Mexico,Labor/Worker,Instagram,35,Entertainment,13,4,Morning,Boredom,Computer,09:55:00,9,1,At home
61,Female,Barzil,Engineer,YouTube,36,Jokes/Memes,27,43,Evening,Boredom,Smartphone,16:25:00,7,3,At home
56,Female,United States,Artist,TikTok,199,Entertainment,8,29,Morning,Entertainment,Smartphone,09:55:00,9,1,At home
44,Male,India,Labor/Worker,TikTok,92,Gaming,10,42,Afternoon,Habit,Smartphone,17:45:00,6,4,At school
27,Male,Philippines,Labor/Worker,TikTok,179,Jokes/Memes,8,3,Afternoon,Entertainment,Smartphone,17:45:00,6,4,At home
43,Male,United States,Engineer,YouTube,176,Trends,20,1,Evening,Habit,Smartphone,16:25:00,7,3,At school
36,Male,Pakistan,Waiting staff,Facebook,197,ASMR,8,44,Evening,Habit,Tablet,16:25:00,7,3,At school
56,Male,India,Waiting staff,YouTube,178,ASMR,9,15,Evening,Boredom,Smartphone,16:25:00,7,3,At work
20,Female,Philippines,Waiting staff,Facebook,298,Life Hacks,7,47,Night,Habit,Smartphone,22:15:00,3,7,At work
62,Female,United States,driver,TikTok,238,Trends,14,21,Night,Habit,Smartphone,22:15:00,3,7,At work
30,Other,United States,driver,Instagram,106,ASMR,28,46,Afternoon,Habit,Tablet,17:45:00,6,4,At school
45,Male,India,Students,Facebook,25,Jokes/Memes,2,31,Afternoon,Procrastination,Tablet,17:45:00,6,4,At work
37,Male,United States,Engineer,TikTok,288,Gaming,25,7,Evening,Habit,Smartphone,16:25:00,7,3,At school
45,Female,Philippines,Students,TikTok,144,Trends,11,17,Evening,Habit,Computer,16:25:00,7,3,At home
25,Female,United States,Labor/Worker,Facebook,35,Jokes/Memes,8,19,Evening,Boredom,Smartphone,16:25:00,7,3,At home
58,Other,India,Students,Instagram,21,ASMR,13,39,Evening,Procrastination,Tablet,16:25:00,7,3,At work
56,Male,India,Labor/Worker,TikTok,81,Jokes/Memes,21,3,Afternoon,Entertainment,Tablet,17:45:00,6,4,At school
18,Female,India,Waiting staff,Facebook,142,Entertainment,15,30,Night,Boredom,Tablet,22:15:00,3,7,At home
20,Male,Vietnam,Students,Instagram,115,ASMR,28,35,Evening,Boredom,Smartphone,16:25:00,7,3,At work
30,Female,Germany,Labor/Worker,Instagram,229,Pranks,3,29,Night,Habit,Tablet,22:15:00,3,7,At school
45,Male,United States,Labor/Worker,TikTok,186,Life Hacks,23,14,Night,Entertainment,Tablet,22:15:00,3,7,Commuting
42,Male,United States,Cashier,YouTube,291,Vlogs,14,35,Afternoon,Entertainment,Tablet,17:45:00,6,4,At work
50,Male,Barzil,Artist,YouTube,142,Vlogs,15,28,Evening,Habit,Smartphone,16:25:00,7,3,At home
55,Female,United States,Waiting staff,TikTok,31,Jokes/Memes,2,30,Night,Boredom,Tablet,22:15:00,3,7,Commuting
23,Male,Pakistan,Students,Instagram,278,Vlogs,29,26,Night,Habit,Smartphone,22:15:00,3,7,At home
61,Other,United States,Students,TikTok,170,Pranks,19,7,Night,Boredom,Tablet,22:15:00,3,7,At school
62,Male,India,Labor/Worker,Facebook,116,Life Hacks,12,39,Afternoon,Procrastination,Computer,17:45:00,6,4,At home
49,Male,United States,Students,YouTube,288,Gaming,25,31,Night,Boredom,Smartphone,22:15:00,3,7,At home
62,Female,Vietnam,Labor/Worker,Facebook,244,Pranks,20,5,Evening,Procrastination,Tablet,16:25:00,7,3,At school
64,Male,India,Labor/Worker,TikTok,27,Gaming,4,35,Evening,Procrastination,Smartphone,16:25:00,7,3,At home
38,Female,Mexico,Waiting staff,TikTok,251,Vlogs,3,47,Night,Habit,Tablet,22:15:00,3,7,At work
33,Male,India,Cashier,Instagram,126,Life Hacks,5,14,Afternoon,Habit,Tablet,17:45:00,6,4,At home
38,Male,Japan,Students,Instagram,295,Trends,3,36,Night,Habit,Computer,22:15:00,3,7,At school
28,Male,Philippines,Manager,Instagram,291,Life Hacks,25,27,Evening,Procrastination,Tablet,16:25:00,7,3,Commuting
54,Male,United States,Students,Facebook,153,Jokes/Memes,15,24,Afternoon,Procrastination,Computer,17:45:00,6,4,At work
53,Other,Philippines,Students,Instagram,214,ASMR,19,40,Evening,Boredom,Computer,16:25:00,7,3,At school
52,Male,Indonesia,Labor/Worker,TikTok,48,Life Hacks,2,29,Afternoon,Entertainment,Tablet,17:45:00,6,4,At work
36,Female,Pakistan,driver,Instagram,163,ASMR,12,45,Afternoon,Habit,Tablet,17:45:00,6,4,At work
37,Male,United States,Students,YouTube,185,Life Hacks,5,22,Night,Entertainment,Tablet,22:15:00,3,7,Commuting
35,Male,Pakistan,Students,Instagram,250,Jokes/Memes,22,8,Morning,Entertainment,Tablet,09:55:00,9,1,At home
64,Male,Philippines,Waiting staff,Facebook,143,Pranks,17,15,Night,Entertainment,Tablet,22:15:00,3,7,At school
58,Male,India,Students,YouTube,55,Vlogs,14,49,Night,Habit,Smartphone,22:15:00,3,7,At school
31,Male,Japan,Waiting staff,YouTube,59,Entertainment,28,5,Morning,Entertainment,Smartphone,09:55:00,9,1,At school
32,Male,India,Waiting staff,YouTube,175,Entertainment,27,4,Evening,Habit,Computer,16:25:00,7,3,At work
48,Male,Mexico,Students,Facebook,115,Gaming,22,11,Night,Habit,Tablet,22:15:00,3,7,At work
18,Male,Japan,Labor/Worker,TikTok,225,Pranks,10,18,Morning,Procrastination,Smartphone,09:55:00,9,1,At work
20,Male,Japan,Students,Instagram,155,Life Hacks,3,42,Night,Entertainment,Tablet,22:15:00,3,7,At school
33,Female,India,Teacher,YouTube,81,Jokes/Memes,4,49,Night,Boredom,Tablet,22:15:00,3,7,Commuting
40,Female,India,Artist,YouTube,282,Pranks,6,30,Morning,Boredom,Smartphone,09:55:00,9,1,At school
28,Male,Vietnam,Manager,YouTube,256,Vlogs,24,15,Afternoon,Entertainment,Smartphone,17:45:00,6,4,At work
29,Other,Philippines,Manager,TikTok,195,Life Hacks,25,6,Night,Habit,Smartphone,22:15:00,3,7,At home
27,Female,India,Labor/Worker,TikTok,79,Life Hacks,22,16,Evening,Habit,Computer,16:25:00,7,3,Commuting
49,Male,Pakistan,Labor/Worker,Facebook,159,Entertainment,16,47,Afternoon,Habit,Smartphone,17:45:00,6,4,At school
33,Male,India,Teacher,TikTok,255,ASMR,7,40,Morning,Boredom,Smartphone,09:55:00,9,1,At work
25,Male,Pakistan,Students,Instagram,271,Entertainment,15,9,Evening,Habit,Smartphone,16:25:00,7,3,At school
55,Female,Vietnam,driver,Facebook,35,Pranks,21,43,Night,Boredom,Smartphone,22:15:00,3,7,At work
29,Male,Mexico,driver,Facebook,149,Jokes/Memes,28,34,Evening,Habit,Tablet,16:25:00,7,3,At school
41,Male,United States,Students,Instagram,108,Gaming,25,27,Night,Procrastination,Computer,22:15:00,3,7,Commuting
45,Female,Vietnam,Waiting staff,Instagram,287,Pranks,20,13,Evening,Procrastination,Smartphone,16:25:00,7,3,At home
25,Female,Germany,Students,Instagram,60,ASMR,26,36,Evening,Boredom,Smartphone,16:25:00,7,3,At home
45,Male,Barzil,Students,Facebook,160,Life Hacks,11,27,Night,Procrastination,Smartphone,22:15:00,3,7,At home
53,Male,India,Waiting staff,Facebook,113,Pranks,22,9,Morning,Boredom,Smartphone,09:55:00,9,1,At work
43,Other,Mexico,Students,Facebook,98,Vlogs,21,5,Night,Boredom,Computer,22:15:00,3,7,At home
25,Female,Germany,Waiting staff,Instagram,150,Jokes/Memes,1,22,Afternoon,Entertainment,Smartphone,17:45:00,6,4,At home
45,Female,Indonesia,Cashier,Instagram,222,Life Hacks,5,31,Evening,Boredom,Computer,16:25:00,7,3,At home
45,Female,Mexico,Teacher,YouTube,242,Life Hacks,13,3,Night,Entertainment,Smartphone,22:15:00,3,7,At work
54,Other,India,Cashier,TikTok,192,Gaming,21,30,Evening,Entertainment,Tablet,16:25:00,7,3,At home
58,Male,India,Artist,YouTube,260,Vlogs,14,21,Afternoon,Entertainment,Tablet,17:45:00,6,4,At work
53,Male,Vietnam,Students,Instagram,18,Life Hacks,9,35,Evening,Boredom,Computer,16:25:00,7,3,Commuting
44,Female,Barzil,Cashier,Facebook,88,Gaming,17,6,Evening,Boredom,Tablet,16:25:00,7,3,At school
34,Female,Mexico,Students,Instagram,61,Vlogs,15,28,Afternoon,Procrastination,Computer,17:45:00,6,4,At home
26,Male,Philippines,Students,TikTok,278,Life Hacks,21,32,Night,Boredom,Smartphone,22:15:00,3,7,At home
50,Other,India,Cashier,YouTube,235,Jokes/Memes,7,42,Evening,Entertainment,Computer,16:25:00,7,3,At home
